Saved Date,Job Url,Job Title,Company Name
"6/13/24, 9:26 PM",http://www.linkedin.com/jobs/view/3917459573,Cloud Chief Architect,SAIC
"7/1/24, 8:12 PM",http://www.linkedin.com/jobs/view/3919914322,Biomedical Data Health Consultant,Deloitte
"7/16/24, 9:14 AM",http://www.linkedin.com/jobs/view/3926945029,"Engineering Manager, AI (Mailchimp)",Intuit
"9/5/24, 8:58 AM",http://www.linkedin.com/jobs/view/3765313581,,
"10/9/24, 9:50 AM",http://www.linkedin.com/jobs/view/3831392030,"Principal Design Engineer, HBM Engineering",Micron Technology
"7/15/24, 3:28 PM",http://www.linkedin.com/jobs/view/3933023899,Enterprise-Solution Architect,"Blockchains, Inc."
"7/10/24, 7:19 PM",http://www.linkedin.com/jobs/view/3934967086,Specialist Solutions Architect - Data Warehousing,Databricks
"6/16/24, 8:49 PM",http://www.linkedin.com/jobs/view/3683899737,,
"7/19/24, 8:14 AM",http://www.linkedin.com/jobs/view/3928959698,"Chief Architect, Embedded Linux",Eaton
"7/11/24, 5:49 AM",http://www.linkedin.com/jobs/view/3926569373,Senior Manager Business Intelligence,Wellstar Health System
"6/28/24, 6:32 PM",http://www.linkedin.com/jobs/view/3931442021,Global Systems Integrator Alliance Director,Semperis
"6/28/24, 12:14 PM",http://www.linkedin.com/jobs/view/3931303226,Specialist Solutions Architect - Data Science & Machine Learning,Databricks
"8/7/24, 2:57 PM",http://www.linkedin.com/jobs/view/3891921530,"Director, Research Informatics WHSC",Emory University
"6/11/24, 2:26 PM",http://www.linkedin.com/jobs/view/3927479209,Solutions Architect - FSI East,Informatica
"7/10/24, 2:10 PM",http://www.linkedin.com/jobs/view/3943063552,"VP, Biometrics",Taysha Gene Therapies
"6/28/24, 11:43 AM",http://www.linkedin.com/jobs/view/3893785941,"Senior Solutions Architect, Healthcare and Life Sciences",NVIDIA
"6/12/24, 9:46 PM",http://www.linkedin.com/jobs/view/3810854134,"Senior Solution Engineer, Networking",NVIDIA
